"","root-EOD-Arabidopsis-1-451-3-R","root-EOD-Arabidopsis-2-452-3-R","root-EOD-Arabidopsis-3-453-3-R","root-EOD-Arabidopsis-4-454-3-R","root-EOD-Arabidopsis-5-455-3-R","root-EOD-Arabidopsis-6-456-3-R","root-EOD-Brachy-1-433-3-R","root-EOD-Brachy-2-434-3-R","root-EOD-Brachy-3-436-3-R","root-EOD-Brachy-4-437-3-R","root-EOD-Brachy-5-438-3-R","root-EOD-Brachy-6-439-3-R","root-EOD-Medicago-1-442-3a-R","root-EOD-Medicago-2-442-3b-R","root-EOD-Medicago-3-444-3a-R","root-EOD-Medicago-4-449-3a-R","root-EOD-Medicago-5-449-3b-R","root-EON-Arabidopsis-1-451-4-R","root-EON-Arabidopsis-2-452-4-R","root-EON-Arabidopsis-3-453-4-R","root-EON-Arabidopsis-4-454-4-R","root-EON-Arabidopsis-5-455-4-R","root-EON-Arabidopsis-6-456-4-R","root-EON-Brachy-1-433-4-R","root-EON-Brachy-2-434-4-R","root-EON-Brachy-3-436-4-R","root-EON-Brachy-4-437-4-R","root-EON-Brachy-5-438-4-R","root-EON-Brachy-6-439-4-R","root-EON-Medicago-1-442-4c-R","root-EON-Medicago-2-444-4b-R","root-EON-Medicago-3-444-4c-R","root-EON-Medicago-4-449-4c-R","shoot-EOD-Arabidopsis-1-451-3-S","shoot-EOD-Arabidopsis-2-452-3-S","shoot-EOD-Arabidopsis-3-453-3-S","shoot-EOD-Arabidopsis-4-454-3-S","shoot-EOD-Arabidopsis-5-455-3-S","shoot-EOD-Arabidopsis-6-456-3-S","shoot-EOD-Brachy-1-433-3-S","shoot-EOD-Brachy-2-434-3-S","shoot-EOD-Brachy-3-436-3-S","shoot-EOD-Brachy-4-437-3-S","shoot-EOD-Brachy-5-438-3-S","shoot-EOD-Brachy-6-439-3-S","shoot-EOD-Medicago-1-442-3a-S","shoot-EOD-Medicago-2-442-3b-S","shoot-EOD-Medicago-3-444-3a-S","shoot-EOD-Medicago-4-449-3a-S","shoot-EOD-Medicago-5-449-3b-S","shoot-EON-Arabidopsis-1-451-4-S","shoot-EON-Arabidopsis-2-452-4-S","shoot-EON-Arabidopsis-3-453-4-S","shoot-EON-Arabidopsis-4-454-4-S","shoot-EON-Arabidopsis-5-455-4-S","shoot-EON-Arabidopsis-6-456-4-S","shoot-EON-Brachy-1-433-4-S","shoot-EON-Brachy-2-434-4-S","shoot-EON-Brachy-3-436-4-S","shoot-EON-Brachy-5-438-4-S","shoot-EON-Brachy-6-439-4-S","shoot-EON-Medicago-1-442-4c-S","shoot-EON-Medicago-2-444-4b-S","shoot-EON-Medicago-3-444-4c-S","shoot-EON-Medicago-4-449-4c-S","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name"
"trigonelline",0.00379801299830646,0.00174162705964264,0.00194011041572024,0.00382559572606138,0.00251394393515239,0.00264370908315211,0.0107167387804371,0.00804989686175387,0.0104558268934906,0.0102464940022614,0.00859595403936178,0.0050230924105751,0.00284301847897839,0.00309288846129945,0.00352333225658827,0.00286097517021199,0.00326307968666467,0.00423456074958094,0.00349035916411852,0.00438327655428707,0.00313600428527565,0.00386098489143732,0.0108508429552156,0.0170818166512435,0.00753245200380529,0.00771777416144224,0.0060021857701839,0.00807581574910989,0.019072672372774,0.00342552940889192,0.0137357881866621,0.00296166640953867,0.00618279937677837,0.00262791028870692,0.00316964271966429,0.0052049198259196,0.00415197241247885,0.0021699674233441,0.00279670541236545,0.00531493714415106,0.0035568309076886,0.00389692650498206,0.00819562435511609,0.00402963089362604,0.00532717116742392,0.0109083917913798,0.00889073877265624,0.0086450506549823,0.00916199671073865,0.00607754580089571,0.00581193799709057,0.00363583287682261,0.00308185774862554,0.00552127796835914,0.00454666006549823,0.00407842954712339,0.0107253892111341,0.0105038267615965,0.00407117469119431,0.0042224563118804,0.00535912603278816,0.00680728841936126,0.00382509529685023,0.00751780564361102,0.0149604588178941,"trigonelline","HMDB0000875","C01004","belongs to the class of organic compounds known as alkaloids and derivatives. These are naturally occurring chemical compounds that contain mostly basic nitrogen atoms. This group also includes some related compounds with neutral and even weakly acidic properties. Also some synthetic compounds of similar structure are attributed to alkaloids. In addition to carbon, hydrogen and nitrogen, alkaloids may also contain oxygen, sulfur and more rarely other elements such as chlorine, bromine, and phosphorus.","Organic compounds","Alkaloids and derivatives","","","535-83-1","DTXSID2026230","DTXCID906230","315675440","  5570","C01004","18123",NA,"Trigonelline"
"trisaccharide (ex. raffinose)",0.00121357805533546,0.000715517978767709,0.00125879078885112,0.000692242312164369,0.000459401675141948,0.00132170446076957,0.0060313744118533,0.000884420936414621,0.00655686430280767,0.00329444520865166,0.00411327071778436,0.0046360826332346,0.00123898380668421,0.00171803437380578,0.0016959798883637,0.00145597743703517,0.000966521159506215,0.00145405473130417,0.00121477342538313,0.00121098826523188,0.00129837998932535,0.00207195352982314,0.00602008206171001,0.00372770609927285,0.000868605451016533,0.00266704253797919,0.00251677801313471,0.000941098811753481,0.00531645341565737,0.00120897768296013,0.00351434954074323,0.00171985720968558,0.00270089986243866,0.000471664303949571,0.00133243348649305,0.00162000119290564,0.00135045519078997,0.000392055046888339,0.00136401491195037,0.00581367509050622,0.0216405523709257,0.00693142806813799,0.0105279792967863,0.00997003714446606,0.0096696325201429,0.000541146148455407,0.000256794401335589,0.000332777121632042,0.000526339269351369,0.000183973258620482,0.00280077919792097,0.00198333320127184,0.000784890536000317,0.000726060821151708,0.000744945733050097,0.00125225929740128,0.0135513106415841,0.0126164776479162,0.00970176145604255,0.00857064928209958,0.00271550585741212,0.000299085999929818,0.000397368904186655,0.000281920845966388,0.000172977609715713,"trisaccharide (ex. raffinose)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tryptamine",0,4.94122755174734e-06,0,0,0,4.58691890000269e-06,0,1.01205906162623e-06,0,0,0,1.4289915511427e-06,3.9920932025374e-05,2.86649557048838e-05,7.94824776239704e-06,8.51290280395778e-06,1.93568299039155e-05,0,6.68175821528606e-06,4.12933592462163e-06,0,0,3.49116776368239e-06,2.2982132472896e-06,5.38088100689333e-07,0,4.70321512290114e-06,0,0,7.77813641962374e-06,0,2.7175717134077e-05,2.15599724339345e-07,5.04936003103171e-06,0,5.22421978619956e-06,0,0,0,6.17777649083087e-05,2.37346879327817e-05,0.000217591121288169,2.03312129659677e-05,7.20136615938111e-05,1.67203036012344e-05,1.65901778323961e-05,3.49523499812233e-05,5.26576630573529e-06,1.67136515756403e-05,3.23526349292967e-05,0,0,4.87012791853364e-06,0,0,0,3.20089701104245e-05,4.37717488939156e-05,0.000294119641623737,0.00010971873533124,6.44259215478358e-05,6.89439780680559e-05,0.000159580302723684,1.90924382847833e-05,1.28843372113921e-05,"tryptamine","HMDB0000303","C00398","belongs to the class of organic compounds known as tryptamines and derivatives. Tryptamines and derivatives are compounds containing the tryptamine backbone, which is structurally characterized by an indole ring substituted at the 3-position by an ethanamine.","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","61-54-1","DTXSID2075340","DTXCID3042922","315703264","  1150","C00398","16765","DB08653","Tryptamine"
"tryptophan",0.000177337070907058,0.000391741985238272,0.000301960314568458,0.000122791821229542,0.000144593538803287,0.000565308609143788,0,0,1.83699726543245e-05,1.47185443546272e-05,1.63559063982123e-05,1.41823898811031e-05,7.01427182613115e-05,4.74499209217672e-05,0.000131041515441163,0.000109344489832775,6.24711877483741e-05,0.000113585512009182,0.000246107069591338,6.9599304940698e-05,0.000838572864731379,0.000282259424132812,0.000154394514652088,1.03661973925568e-05,1.19825162946938e-05,0.000239974598893861,1.06449397069929e-05,1.37133076135608e-05,1.60663867522792e-05,6.57494925957626e-05,0.000338277748817972,7.650518819372e-05,6.39697381719448e-05,0.000133049518477331,0.000133937276783255,6.59637959140627e-05,9.23747801778965e-05,6.32371580888197e-05,0.000143001502008668,9.6169302291154e-05,0.000101180162980902,2.21420525533851e-05,7.79190092566425e-05,6.5365127323094e-05,8.61312878473891e-05,0.000432707102093658,0.000174310882416935,0.000166958975397131,0.000345839479599645,0.000162909135059795,0.000122347006981527,6.72523378539665e-05,7.44959919889516e-05,5.30359266151383e-05,8.63024550297627e-05,0.000116495411177913,6.55076454076289e-05,4.70286528979405e-05,1.00691823160236e-05,3.23843218409555e-05,2.44007629330519e-05,0.000119364120753117,9.77967374966125e-05,7.67484912577514e-05,0.000163245001341661,"tryptophan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tyramine and or isomers",0.000889386355683595,0.000674402328664681,0.000522226995179942,0.000761198463052177,0.000523354782974233,0.000818478772912103,0.000249595473578026,0.000193827714184394,0.000295825446913587,0.00032838021155949,0.000242185701929583,0.000245614578707432,0.00223128934481266,0.00300386551418305,0.00167089542269178,0.00236336122774216,0.00243410471310423,0.000730325981768201,0.000638939565987034,0.000466928475739577,0.000744332125343103,0.000580529114491704,0.000388268047975905,0.000239751256883248,0.000154028592067427,0.000504865611760926,0.000216890808733622,0.000163155112378679,0.000349910097891155,0.00152542730815146,0.00319027924767818,0.000975323908840493,0.00201476281135805,0.000457534015855532,0.00110067402865623,0.000906582278634914,0.000957984517230596,0.000349847822614155,0.000775020225439667,0.00286192325328678,0.00430120921673983,0.00204821375720887,0.00427290646693461,0.00159046062110497,0.00311438117661618,0.00295859223755953,0.00288322099205181,0.00162850455477819,0.00319356346145254,0.00157172048162007,0.000885903258004999,0.000760701616973706,0.000412164969851803,0.000593208310274457,0.000391343867111043,0.0006310015865059,0.00302704198646669,0.00289904035213706,0.00206841348330525,0.00160092509415421,0.00135648029817538,0.00281313788707569,0.0036067475010989,0.00136697335243758,0.00279046871502286,"tyramine and or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tyrosine",0.00121357805533546,0.000715517978767709,0.00125879078885112,0.000692242312164369,0.000459401675141948,0.00132170446076957,0.0060313744118533,0.000884420936414621,0.00655686430280767,0.00329444520865166,0.00411327071778436,0.0046360826332346,0.00123898380668421,0.00171803437380578,0.0016959798883637,0.00145597743703517,0.000966521159506215,0.00145405473130417,0.00121477342538313,0.00121098826523188,0.00129837998932535,0.00207195352982314,0.00602008206171001,0.00372770609927285,0.000868605451016533,0.00266704253797919,0.00251677801313471,0.000941098811753481,0.00531645341565737,0.00120897768296013,0.00351434954074323,0.00171985720968558,0.00270089986243866,0.000471664303949571,0.00133243348649305,0.00162000119290564,0.00135045519078997,0.000392055046888339,0.00136401491195037,0.00581367509050622,0.0216405523709257,0.00693142806813799,0.0105279792967863,0.00997003714446606,0.0096696325201429,0.000541146148455407,0.000256794401335589,0.000332777121632042,0.000526339269351369,0.000183973258620482,0.00280077919792097,0.00198333320127184,0.000784890536000317,0.000726060821151708,0.000744945733050097,0.00125225929740128,0.0135513106415841,0.0126164776479162,0.00970176145604255,0.00857064928209958,0.00271550585741212,0.000299085999929818,0.000397368904186655,0.000281920845966388,0.000172977609715713,"tyrosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uracil",0.23162242719864,0.175673917363124,0.169951266242854,0.233605601520613,0.156785266873221,0.232743754443831,0.151608037017902,0.109328596259093,0.146056743307501,0.156279989547949,0.152145352472504,0.140980888565334,0.0978478174862904,0.0930947668378567,0.129586715812627,0.122455273426967,0.137670949655838,0.163033759195173,0.232111922071834,0.167303077903631,0.215636270361885,0.244855546340049,0.167974460356474,0.151352687263897,0.107174252941911,0.207521490742254,0.122015510589201,0.101490511850262,0.151458175144566,0.119202051989298,0.199279399425585,0.105072550602303,0.161996616988532,0.0112430530989165,0.0832940875190119,0.085665472682344,0.0276406648074871,0.0035448981922325,0.0243478101121469,0.0260090420515021,0.0595146545871478,0.012263961390427,0.0141825390771237,0.0118134109480126,0.0230060525576571,0.22528428098772,0.131446099731725,0.108882035247451,0.171512925900257,0.114323417594219,0.172566057391495,0.102148871421137,0.0434173234972125,0.0209146126844867,0.010573694708108,0.0407764760054075,0.0240771093129006,0.0168016634065098,0.00856463158741074,0.0163981933867957,0.00607688768984044,0.141603953194691,0.11605213111188,0.161179711148555,0.229871177709877,"uracil","HMDB0000300","C00106","belongs to the class of organic compounds known as pyrimidones. Pyrimidones are compounds that contain a pyrimidine ring, which bears a ketone. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","66-22-8","DTXSID4021424","DTXCID101424","315672314","  1174","C00106","17568","DB03419","Uracil"
"uric acid and or isomers",0.000117717497670916,4.54818378229425e-05,3.04360153075748e-05,8.25278204277248e-05,3.13593579263397e-05,6.12481629247978e-05,0.00112327989076304,0.000594013264665609,0.000164775359968782,0.000750410464860385,0.00057708129404077,0.00044136430405454,7.24066839556769e-06,0,9.43534060632747e-06,1.1540696842204e-05,1.55609326292418e-05,3.35445019409268e-05,4.64701496103595e-05,3.63368224134525e-05,0.000183286669641732,9.84970952910312e-05,0.000349008697407252,0.000561361283473147,0.000463736637034205,0.000786562832569834,0.000350552498623446,0.000108527074450036,0.000674204516414751,0,4.1845075037721e-05,0,0,9.51338644164281e-06,2.27057267432362e-05,0,1.70783370348907e-05,0,2.85047146472001e-05,0.000124528491563102,0.000153477925362195,6.35651264545417e-05,0.000111987829592793,1.65582227656622e-05,0.000123208010598409,0,0,0,0,0,0,0,0,0,0,0,4.82508842380376e-05,8.44815198633074e-05,7.98538535242444e-05,4.2913747658033e-05,8.44350748188029e-05,0,1.29739962005883e-05,0,1.62209749752905e-05,"uric acid and or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uridine",3.99359721167971e-05,5.97468510494422e-05,2.90043781678647e-05,0.000126453006758099,6.87405532520676e-05,4.26159956403199e-05,1.59554549769748e-05,2.33185233931553e-05,5.74663633464797e-05,1.72449039405434e-05,3.44077542466197e-05,0.00010240386918287,0.000163385859734919,0.00011518903177106,0.00022952847268464,0.000185066179497609,0.000222352132819721,2.17336248213731e-05,2.70597764960745e-05,7.62476280469021e-05,0,3.32181969925934e-05,0.000103585494351605,5.95364056896616e-05,2.91563962641673e-05,4.99269585386477e-05,3.37814338777246e-05,3.00534057748144e-05,1.93576835859244e-05,0.000143680729297788,9.08388805779942e-05,0.000293213024146738,7.49548127959769e-05,1.7443818682753e-05,0,2.57103391136172e-05,0,1.17138499035336e-05,0,1.76117162276871e-05,2.02032067107715e-05,2.83369689143663e-05,1.55012750552418e-05,3.5713339259195e-05,2.20092455965156e-05,2.01581007728128e-05,5.94371229435087e-05,1.39236630542042e-05,0,1.49897513530269e-05,5.20205150149597e-05,2.23317451509257e-05,3.15554399665424e-05,2.31074532964137e-05,3.18516408722071e-05,0,1.62386596381725e-05,1.90627445030225e-05,3.45843858733624e-05,4.54410657010542e-05,2.28337710846217e-05,5.3475805880635e-05,4.47935485131145e-05,0.000114948220411371,5.76551178339819e-05,"uridine","HMDB0000296","C00299","belongs to the class of organic compounds known as pyrimidine nucleosides. Pyrimidine nucleosides are compounds comprising a pyrimidine base attached to a ribosyl or deoxyribosyl moiety.","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","","58-96-8",NA,NA,"  8144667",NA,"C00299","16704","DB02745","Uridine"
"uridine 5-diphospho-N-acetylhexosamine",4.24412075793185e-05,1.56893752893918e-05,4.94614960850334e-05,2.36770159455042e-05,1.46233982096789e-05,4.10530113281115e-05,0,1.51284365999491e-06,5.59145016052225e-06,0,2.21679906256723e-06,6.6072771003732e-06,2.28660921318373e-05,1.35425261142709e-05,1.62270982655598e-05,1.29942009666499e-05,1.81897640128439e-05,3.67846381331516e-05,1.46803529456523e-05,1.29991123295872e-05,6.19858805453001e-05,2.612492036144e-05,6.64998750861568e-06,0,4.19130719422104e-06,2.55002772271491e-05,1.04608290153994e-05,4.33722221208697e-06,0,1.29396516661493e-05,1.76744857584778e-05,2.86075595855328e-05,4.51004008340788e-06,3.98495236546733e-05,5.52608652072691e-06,9.81044232473976e-05,1.07669909863867e-05,6.37630965975817e-06,8.57600970556336e-06,0.000178467785304909,0.000189221282806354,0.000108377807671624,0.0001796084468777,8.7459668725344e-05,0.00016191076392238,9.88933731282738e-06,8.6415594367521e-06,1.70524229912357e-05,3.86180718570558e-05,2.35115383725805e-05,0.000110581408535737,1.95757586040328e-05,2.48317753439072e-05,1.31974003527208e-05,5.84913984174089e-05,5.08935911118185e-05,0.000373416192503783,0.000374176760253223,0.000117219813430728,0.000144210173596492,0.000108671510768168,9.32967503063437e-06,6.26364138718791e-05,1.32215992996883e-05,1.3097699932449e-05,"uridine-diphospho-n-acetylhexosamine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uridine 5-diphosphohexose",0.0368460557724343,0.00930856187509956,0.0433789578414359,0.0332051742447668,0.0123249129773927,0.0172055084831565,0.0110325997775917,0.00749433303963908,0.00491361525072001,0.00693256729038374,0.00950610065001302,0.00749335987504357,0.0124106551218784,0.00852243373053124,0.0247106321829803,0.0153421825311866,0.00838856085623981,0.0957024225161048,0.0325802294483195,0.0524155984147462,0.0304396344341731,0.0858071095034049,0.0246497854278057,0.0126424905510145,0.00596540312912547,0.0822491351039699,0.00292408187575977,0.00167460475852594,0.00725190906411539,0.0175891828947697,0.043171291538111,0.0169306375033943,0.0350488064516743,0.0169537557110222,0.100112692464692,0.122708890552185,0.0792026749433924,0.0273594640659685,0.0605258030052792,0.138640133080654,0.228542623875088,0.104859423695168,0.169275460070915,0.113086876084966,0.161258424597829,0.00390615085124132,0.00204919746013274,0.00526913453930389,0.0106090051737818,0.0049047301895828,0.171993447325769,0.178409478496647,0.0806907953286804,0.050363463952598,0.0551000645118491,0.103793699881561,0.194597052287902,0.189325085425176,0.11238907672937,0.137540307198935,0.108550282948459,0.00207808691718126,0.0459947296445058,0.00254143382871889,0.00233598365103493,"uridine-diphosphohexose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uridine 5-diphosphoric acid and or isomers",0.0021981253211863,0.00114618940536742,0.000862380072061558,0.00120421634173671,0.000791354191575598,0.00203738134220749,0.000522882186934743,0.000325574556749156,0.000279863829429433,0.000337444961459137,0.000339988967339386,0.00156433695560508,0.000708332669319758,0.00115475179142313,0.000870979430809838,0.000597463499418498,0.00104826048200039,0.00107540684094601,0.000804993340884321,0.000851083260545177,0.000963729147299621,0.000790035059898431,0.000340920813941086,0.000338994722680082,0.000199539854572869,0.000856019548383879,0.000169497112679186,0.00011624062059381,0.000179026731674466,0.000475407915295943,0.00162945046285671,0.00076019434823266,0.000527048580916154,0.000330086032107828,0.000292762150355141,0.000185357138595882,0.0013043060209419,0.00123823215667895,0.000533682177831477,8.31765014318656e-05,5.38447490044684e-05,6.70378598243922e-05,4.616736759717e-05,6.50873154759867e-05,5.82889546192036e-05,0.000481683999004199,0.000417748585186974,0.000207882136861108,0.000444976395153394,0.000167481219406538,0.00017484295131084,6.97326901994708e-05,8.40277388474658e-05,0.000137074881854059,0.000119604063537181,0.000180897048241892,5.79451544208305e-05,4.73306005313038e-05,6.9342551888216e-05,8.33924929302557e-05,6.33257929409856e-05,0.000252533773314339,0.000631712725983026,0.000625003360937702,0.000914659755667707,"uridine-diphosphoric acid and or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uridine-5-monophosphoric acid",0.000464280628518015,0.000113624624336264,0.000195799390949601,0.000282732396739789,0.000109669095043451,0.000179423453394688,0.000366419579075595,0.000199894766668247,0.000210435601646433,0.000283877757482192,0.000260447053066748,0.00020188282276873,5.140027196742e-05,4.09228750250589e-05,6.11550077541793e-05,5.02180390037896e-05,6.99169075028078e-05,0.00029663470665563,0.000216504856697505,0.000247548142648135,0.000257668075733598,0.000458883328160234,0.000186880558481377,0.000249178999714415,0.00017757220297276,0.000375078949677117,0.000260954024046808,0.000144731549295895,0.000267196323018066,5.82303451429237e-05,9.05598020292089e-05,8.17636501191772e-05,6.75941627744934e-05,2.93102778738397e-05,4.70012662843995e-05,5.09180732551375e-05,2.06990879316881e-05,2.13123101339945e-05,2.73375342504165e-05,4.67990296672238e-05,2.41641232018897e-05,4.47830491644909e-05,3.22589878666177e-05,4.50603805967393e-05,5.22020695753855e-05,5.94509374308349e-05,7.42825587656671e-05,0.00012762885663342,0.000182765329281924,0.000267359019280125,3.61377799398547e-05,3.07597559506183e-05,1.81396937740353e-05,9.0821511715572e-06,2.08848468312019e-05,3.17975885334902e-05,1.46330220497057e-05,2.08221765820864e-05,4.00949549628206e-05,4.10585932675192e-05,4.16566903587995e-05,0.000137500818772809,3.3962717994842e-05,2.18884316870797e-05,7.79452403020233e-05,"uridine-5-monophosphoric acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"valine",0.549152671640114,0.563238023097552,0.559805749692994,0.546705847910323,0.600700035635211,0.543582384597461,0.337879005357281,0.421171342994227,0.280629780650961,0.365714246997706,0.25433883966843,0.311817894095691,0.516481058970067,0.514975648751339,0.440859306917397,0.442341997887741,0.415471288092686,0.482237148027526,0.548297648588416,0.557800131267354,0.542747960867259,0.474088717263621,0.261315178599745,0.413844813615925,0.480007763511861,0.46242287635329,0.354920597441708,0.34477662906769,0.438057905521353,0.481922657478224,0.439918182696123,0.586214715819629,0.502438908166177,0.497324936737249,0.436656929985266,0.476458643206286,0.492883688012412,0.474812639416302,0.516807881600522,0.29230200880579,0.259335554684414,0.337372399947005,0.289218463828614,0.314329418821041,0.286332989745249,0.41059200345216,0.535109804542288,0.400146938718942,0.419558477076536,0.474812884632758,0.414752510246452,0.430820648472552,0.492077302640413,0.52247146808225,0.534550910539782,0.534791097011406,0.33259697705285,0.303369919345,0.357611510598743,0.306995266031364,0.409706883755819,0.525697896603092,0.443572300204755,0.487942760329333,0.480453912771485,"valine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
